Name,Patch,Ran,Time_since_ran,Total_runs,Patches_since_debut,Run_frequency,Is_archon,Is_chronicle,Element,Weapon
Raiden Shogun,Luna III,0,5,6,38,0.18181818181818182,1,0,Electro,Polearm
Raiden Shogun,Luna IV,0,6,6,39,0.18181818181818182,1,0,Electro,Polearm
Raiden Shogun,Luna V,0,7,6,40,0.18181818181818182,1,0,Electro,Polearm
Raiden Shogun,Luna VI,0,8,6,41,0.18181818181818182,1,0,Electro,Polearm
Sangonomiya Kokomi,2.1,1,0,1,1,0,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.2,0,1,1,2,1.0,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.3,0,2,1,3,1.0,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.4,0,3,1,4,1.0,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.5,1,0,2,5,1.0,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.6,0,1,2,6,0.4,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.7,0,2,2,7,0.4,0,0,Hydro,Catalyst
Sangonomiya Kokomi,2.8,0,3,2,8,0.4,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.0,1,0,3,9,0.4,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.1,0,1,3,10,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.2,0,2,3,11,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.3,0,3,3,12,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.4,0,4,3,13,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.5,0,5,3,14,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.6,0,6,3,15,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.7,0,7,3,16,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,3.8,1,0,4,17,0.3333333333333333,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.0,0,1,4,18,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.1,0,2,4,19,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.2,0,3,4,20,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.3,0,4,4,21,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.4,0,5,4,22,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.5,0,6,4,23,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.6,0,7,4,24,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.7,0,8,4,25,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,4.8,0,9,4,26,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.0,0,10,4,27,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.1,0,11,4,28,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.2,0,12,4,29,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.3,0,13,4,30,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.4,0,14,4,31,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.5,0,15,4,32,0.23529411764705882,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.6,1,0,5,33,0.23529411764705882,0,1,Hydro,Catalyst
Sangonomiya Kokomi,5.7,0,1,5,34,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,5.8,0,2,5,35,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,Luna I,0,3,5,36,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,Luna II,0,4,5,37,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,Luna III,0,5,5,38,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,Luna IV,0,6,5,39,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,Luna V,0,7,5,40,0.15151515151515152,0,0,Hydro,Catalyst
Sangonomiya Kokomi,Luna VI,0,8,5,41,0.15151515151515152,0,0,Hydro,Catalyst
Arataki Itto,2.3,1,0,1,1,0,0,0,Geo,Claymore
Arataki Itto,2.4,0,1,1,2,1.0,0,0,Geo,Claymore
Arataki Itto,2.5,0,2,1,3,1.0,0,0,Geo,Claymore
Arataki Itto,2.6,0,3,1,4,1.0,0,0,Geo,Claymore
Arataki Itto,2.7,1,0,2,5,1.0,0,0,Geo,Claymore
Arataki Itto,2.8,0,1,2,6,0.4,0,0,Geo,Claymore
Arataki Itto,3.0,0,2,2,7,0.4,0,0,Geo,Claymore
Arataki Itto,3.1,0,3,2,8,0.4,0,0,Geo,Claymore
Arataki Itto,3.2,0,4,2,9,0.4,0,0,Geo,Claymore
Arataki Itto,3.3,1,0,3,10,0.4,0,0,Geo,Claymore
Arataki Itto,3.4,0,1,3,11,0.3,0,0,Geo,Claymore
Arataki Itto,3.5,0,2,3,12,0.3,0,0,Geo,Claymore
Arataki Itto,3.6,0,3,3,13,0.3,0,0,Geo,Claymore
Arataki Itto,3.7,0,4,3,14,0.3,0,0,Geo,Claymore
Arataki Itto,3.8,0,5,3,15,0.3,0,0,Geo,Claymore
Arataki Itto,4.0,0,6,3,16,0.3,0,0,Geo,Claymore
Arataki Itto,4.1,0,7,3,17,0.3,0,0,Geo,Claymore
Arataki Itto,4.2,0,8,3,18,0.3,0,0,Geo,Claymore
Arataki Itto,4.3,0,9,3,19,0.3,0,0,Geo,Claymore
Arataki Itto,4.4,0,10,3,20,0.3,0,0,Geo,Claymore
Arataki Itto,4.5,1,0,4,21,0.3,0,0,Geo,Claymore
Arataki Itto,4.6,0,1,4,22,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,4.7,0,2,4,23,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,4.8,0,3,4,24,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.0,0,4,4,25,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.1,0,5,4,26,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.2,0,6,4,27,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.3,0,7,4,28,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.4,0,8,4,29,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.5,0,9,4,30,0.19047619047619047,0,0,Geo,Claymore
Arataki Itto,5.6,1,0,5,31,0.19047619047619047,0,1,Geo,Claymore
Arataki Itto,5.7,0,1,5,32,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,5.8,0,2,5,33,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,Luna I,0,3,5,34,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,Luna II,0,4,5,35,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,Luna III,0,5,5,36,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,Luna IV,0,6,5,37,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,Luna V,0,7,5,38,0.16129032258064516,0,0,Geo,Claymore
Arataki Itto,Luna VI,0,8,5,39,0.16129032258064516,0,0,Geo,Claymore
Shenhe,2.4,1,0,1,1,0,0,0,Cryo,Polearm
Shenhe,2.5,0,1,1,2,1.0,0,0,Cryo,Polearm
Shenhe,2.6,0,2,1,3,1.0,0,0,Cryo,Polearm
Shenhe,2.7,0,3,1,4,1.0,0,0,Cryo,Polearm
Shenhe,2.8,0,4,1,5,1.0,0,0,Cryo,Polearm
Shenhe,3.0,0,5,1,6,1.0,0,0,Cryo,Polearm
Shenhe,3.1,0,6,1,7,1.0,0,0,Cryo,Polearm
Shenhe,3.2,0,7,1,8,1.0,0,0,Cryo,Polearm
Shenhe,3.3,0,8,1,9,1.0,0,0,Cryo,Polearm
Shenhe,3.4,0,9,1,10,1.0,0,0,Cryo,Polearm
Shenhe,3.5,1,0,2,11,1.0,0,0,Cryo,Polearm
Shenhe,3.6,0,1,2,12,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,3.7,0,2,2,13,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,3.8,0,3,2,14,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.0,0,4,2,15,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.1,0,5,2,16,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.2,0,6,2,17,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.3,0,7,2,18,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.4,0,8,2,19,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.5,0,9,2,20,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.6,0,10,2,21,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.7,0,11,2,22,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,4.8,0,12,2,23,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,5.0,0,13,2,24,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,5.1,0,14,2,25,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,5.2,0,15,2,26,0.18181818181818182,0,0,Cryo,Polearm
Shenhe,5.3,1,0,3,27,0.18181818181818182,0,1,Cryo,Polearm
Shenhe,5.4,0,1,3,28,0.1111111111111111,0,0,Cryo,Polearm
Shenhe,5.5,0,2,3,29,0.1111111111111111,0,0,Cryo,Polearm
Shenhe,5.6,0,3,3,30,0.1111111111111111,0,0,Cryo,Polearm
Shenhe,5.7,1,0,4,31,0.1111111111111111,0,0,Cryo,Polearm
Shenhe,5.8,0,1,4,32,0.12903225806451613,0,0,Cryo,Polearm
Shenhe,Luna I,0,2,4,33,0.12903225806451613,0,0,Cryo,Polearm
Shenhe,Luna II,0,3,4,34,0.12903225806451613,0,0,Cryo,Polearm
Shenhe,Luna III,0,4,4,35,0.12903225806451613,0,0,Cryo,Polearm
Shenhe,Luna IV,0,5,4,36,0.12903225806451613,0,0,Cryo,Polearm
Shenhe,Luna V,0,6,4,37,0.12903225806451613,0,0,Cryo,Polearm
Shenhe,Luna VI,0,7,4,38,0.12903225806451613,0,0,Cryo,Polearm
Yae Miko,2.5,1,0,1,1,0,0,0,Electro,Catalyst
Yae Miko,2.6,0,1,1,2,1.0,0,0,Electro,Catalyst
Yae Miko,2.7,0,2,1,3,1.0,0,0,Electro,Catalyst
Yae Miko,2.8,0,3,1,4,1.0,0,0,Electro,Catalyst
Yae Miko,3.0,0,4,1,5,1.0,0,0,Electro,Catalyst
Yae Miko,3.1,0,5,1,6,1.0,0,0,Electro,Catalyst
Yae Miko,3.2,1,0,2,7,1.0,0,0,Electro,Catalyst
Yae Miko,3.3,0,1,2,8,0.2857142857142857,0,0,Electro,Catalyst
Yae Miko,3.4,0,2,2,9,0.2857142857142857,0,0,Electro,Catalyst
Yae Miko,3.5,0,3,2,10,0.2857142857142857,0,0,Electro,Catalyst
Yae Miko,3.6,0,4,2,11,0.2857142857142857,0,0,Electro,Catalyst
Yae Miko,3.7,1,0,3,12,0.2857142857142857,0,0,Electro,Catalyst
Yae Miko,3.8,0,1,3,13,0.25,0,0,Electro,Catalyst
Yae Miko,4.0,0,2,3,14,0.25,0,0,Electro,Catalyst
Yae Miko,4.1,0,3,3,15,0.25,0,0,Electro,Catalyst
Yae Miko,4.2,0,4,3,16,0.25,0,0,Electro,Catalyst
Yae Miko,4.3,0,5,3,17,0.25,0,0,Electro,Catalyst
Yae Miko,4.4,1,0,4,18,0.25,0,0,Electro,Catalyst
Yae Miko,4.5,0,1,4,19,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,4.6,0,2,4,20,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,4.7,0,3,4,21,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,4.8,0,4,4,22,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.0,0,5,4,23,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.1,0,6,4,24,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.2,0,7,4,25,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.3,0,8,4,26,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.4,0,9,4,27,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.5,0,10,4,28,0.2222222222222222,0,0,Electro,Catalyst
Yae Miko,5.6,1,0,5,29,0.2222222222222222,0,1,Electro,Catalyst
Yae Miko,5.7,0,1,5,30,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,5.8,0,2,5,31,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,Luna I,0,3,5,32,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,Luna II,0,4,5,33,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,Luna III,0,5,5,34,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,Luna IV,0,6,5,35,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,Luna V,0,7,5,36,0.1724137931034483,0,0,Electro,Catalyst
Yae Miko,Luna VI,0,8,5,37,0.1724137931034483,0,0,Electro,Catalyst
Kamisato Ayato,2.6,1,0,1,1,0,0,0,Hydro,Sword
Kamisato Ayato,2.7,0,1,1,2,1.0,0,0,Hydro,Sword
Kamisato Ayato,2.8,0,2,1,3,1.0,0,0,Hydro,Sword
Kamisato Ayato,3.0,0,3,1,4,1.0,0,0,Hydro,Sword
Kamisato Ayato,3.1,0,4,1,5,1.0,0,0,Hydro,Sword
Kamisato Ayato,3.2,0,5,1,6,1.0,0,0,Hydro,Sword
Kamisato Ayato,3.3,1,0,2,7,1.0,0,0,Hydro,Sword
Kamisato Ayato,3.4,0,1,2,8,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,3.5,0,2,2,9,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,3.6,0,3,2,10,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,3.7,0,4,2,11,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,3.8,0,5,2,12,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,4.0,0,6,2,13,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,4.1,0,7,2,14,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,4.2,1,0,3,15,0.2857142857142857,0,0,Hydro,Sword
Kamisato Ayato,4.3,0,1,3,16,0.2,0,0,Hydro,Sword
Kamisato Ayato,4.4,0,2,3,17,0.2,0,0,Hydro,Sword
Kamisato Ayato,4.5,0,3,3,18,0.2,0,0,Hydro,Sword
Kamisato Ayato,4.6,0,4,3,19,0.2,0,0,Hydro,Sword
Kamisato Ayato,4.7,0,5,3,20,0.2,0,0,Hydro,Sword
Kamisato Ayato,4.8,0,6,3,21,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.0,0,7,3,22,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.1,0,8,3,23,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.2,0,9,3,24,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.3,0,10,3,25,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.4,0,11,3,26,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.5,0,12,3,27,0.2,0,0,Hydro,Sword
Kamisato Ayato,5.6,1,0,4,28,0.2,0,1,Hydro,Sword
Kamisato Ayato,5.7,0,1,4,29,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,5.8,0,2,4,30,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,Luna I,0,3,4,31,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,Luna II,0,4,4,32,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,Luna III,0,5,4,33,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,Luna IV,0,6,4,34,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,Luna V,0,7,4,35,0.14285714285714285,0,0,Hydro,Sword
Kamisato Ayato,Luna VI,0,8,4,36,0.14285714285714285,0,0,Hydro,Sword
Yelan,2.7,1,0,1,1,0,0,0,Hydro,Bow
Yelan,2.8,0,1,1,2,1.0,0,0,Hydro,Bow
Yelan,3.0,0,2,1,3,1.0,0,0,Hydro,Bow
Yelan,3.1,0,3,1,4,1.0,0,0,Hydro,Bow
Yelan,3.2,0,4,1,5,1.0,0,0,Hydro,Bow
Yelan,3.3,0,5,1,6,1.0,0,0,Hydro,Bow
Yelan,3.4,1,0,2,7,1.0,0,0,Hydro,Bow
Yelan,3.5,0,1,2,8,0.2857142857142857,0,0,Hydro,Bow
Yelan,3.6,0,2,2,9,0.2857142857142857,0,0,Hydro,Bow
Yelan,3.7,0,3,2,10,0.2857142857142857,0,0,Hydro,Bow
Yelan,3.8,0,4,2,11,0.2857142857142857,0,0,Hydro,Bow
Yelan,4.0,1,0,3,12,0.2857142857142857,0,0,Hydro,Bow
Yelan,4.1,0,1,3,13,0.25,0,0,Hydro,Bow
Yelan,4.2,0,2,3,14,0.25,0,0,Hydro,Bow
Yelan,4.3,0,3,3,15,0.25,0,0,Hydro,Bow
Yelan,4.4,0,4,3,16,0.25,0,0,Hydro,Bow
Yelan,4.5,0,5,3,17,0.25,0,0,Hydro,Bow
Yelan,4.6,0,6,3,18,0.25,0,0,Hydro,Bow
Yelan,4.7,0,7,3,19,0.25,0,0,Hydro,Bow
Yelan,4.8,1,0,4,20,0.25,0,0,Hydro,Bow
Yelan,5.0,0,1,4,21,0.2,0,0,Hydro,Bow
Yelan,5.1,0,2,4,22,0.2,0,0,Hydro,Bow
Yelan,5.2,0,3,4,23,0.2,0,0,Hydro,Bow
Yelan,5.3,0,4,4,24,0.2,0,0,Hydro,Bow
Yelan,5.4,0,5,4,25,0.2,0,0,Hydro,Bow
Yelan,5.5,0,6,4,26,0.2,0,0,Hydro,Bow
Yelan,5.6,0,7,4,27,0.2,0,0,Hydro,Bow
Yelan,5.7,0,8,4,28,0.2,0,0,Hydro,Bow
Yelan,5.8,0,9,4,29,0.2,0,0,Hydro,Bow
Yelan,Luna I,1,0,5,30,0.2,0,0,Hydro,Bow
Yelan,Luna II,0,1,5,31,0.16666666666666666,0,0,Hydro,Bow
Yelan,Luna III,0,2,5,32,0.16666666666666666,0,0,Hydro,Bow
Yelan,Luna IV,0,3,5,33,0.16666666666666666,0,0,Hydro,Bow
Yelan,Luna V,0,4,5,34,0.16666666666666666,0,0,Hydro,Bow
Yelan,Luna VI,0,5,5,35,0.16666666666666666,0,0,Hydro,Bow
Cyno,3.1,1,0,1,1,0,0,0,Electro,Polearm
Cyno,3.2,0,1,1,2,1.0,0,0,Electro,Polearm
Cyno,3.3,0,2,1,3,1.0,0,0,Electro,Polearm
Cyno,3.4,0,3,1,4,1.0,0,0,Electro,Polearm
Cyno,3.5,1,0,2,5,1.0,0,0,Electro,Polearm
Cyno,3.6,0,1,2,6,0.4,0,0,Electro,Polearm
Cyno,3.7,0,2,2,7,0.4,0,0,Electro,Polearm
Cyno,3.8,0,3,2,8,0.4,0,0,Electro,Polearm
Cyno,4.0,0,4,2,9,0.4,0,0,Electro,Polearm
Cyno,4.1,0,5,2,10,0.4,0,0,Electro,Polearm
Cyno,4.2,1,0,3,11,0.4,0,0,Electro,Polearm
Cyno,4.3,0,1,3,12,0.2727272727272727,0,0,Electro,Polearm
Cyno,4.4,0,2,3,13,0.2727272727272727,0,0,Electro,Polearm
Cyno,4.5,0,3,3,14,0.2727272727272727,0,0,Electro,Polearm
Cyno,4.6,0,4,3,15,0.2727272727272727,0,0,Electro,Polearm
Cyno,4.7,0,5,3,16,0.2727272727272727,0,0,Electro,Polearm
Cyno,4.8,0,6,3,17,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.0,0,7,3,18,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.1,0,8,3,19,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.2,0,9,3,20,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.3,0,10,3,21,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.4,0,11,3,22,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.5,0,12,3,23,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.6,0,13,3,24,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.7,0,14,3,25,0.2727272727272727,0,0,Electro,Polearm
Cyno,5.8,0,15,3,26,0.2727272727272727,0,0,Electro,Polearm
Cyno,Luna I,1,0,4,27,0.2727272727272727,0,1,Electro,Polearm
Cyno,Luna II,0,1,4,28,0.14814814814814814,0,0,Electro,Polearm
Cyno,Luna III,0,2,4,29,0.14814814814814814,0,0,Electro,Polearm
Cyno,Luna IV,0,3,4,30,0.14814814814814814,0,0,Electro,Polearm
Cyno,Luna V,0,4,4,31,0.14814814814814814,0,0,Electro,Polearm
Cyno,Luna VI,0,5,4,32,0.14814814814814814,0,0,Electro,Polearm
Nilou,3.1,1,0,1,1,0,0,0,Hydro,Sword
Nilou,3.2,0,1,1,2,1.0,0,0,Hydro,Sword
Nilou,3.3,0,2,1,3,1.0,0,0,Hydro,Sword
Nilou,3.4,0,3,1,4,1.0,0,0,Hydro,Sword
Nilou,3.5,0,4,1,5,1.0,0,0,Hydro,Sword
Nilou,3.6,1,0,2,6,1.0,0,0,Hydro,Sword
Nilou,3.7,0,1,2,7,0.3333333333333333,0,0,Hydro,Sword
Nilou,3.8,0,2,2,8,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.0,0,3,2,9,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.1,0,4,2,10,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.2,0,5,2,11,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.3,0,6,2,12,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.4,0,7,2,13,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.5,0,8,2,14,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.6,0,9,2,15,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.7,0,10,2,16,0.3333333333333333,0,0,Hydro,Sword
Nilou,4.8,1,0,3,17,0.3333333333333333,0,0,Hydro,Sword
Nilou,5.0,0,1,3,18,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.1,0,2,3,19,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.2,0,3,3,20,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.3,0,4,3,21,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.4,0,5,3,22,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.5,0,6,3,23,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.6,0,7,3,24,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.7,0,8,3,25,0.17647058823529413,0,0,Hydro,Sword
Nilou,5.8,0,9,3,26,0.17647058823529413,0,0,Hydro,Sword
Nilou,Luna I,1,0,4,27,0.17647058823529413,0,1,Hydro,Sword
Nilou,Luna II,0,1,4,28,0.14814814814814814,0,0,Hydro,Sword
Nilou,Luna III,0,2,4,29,0.14814814814814814,0,0,Hydro,Sword
Nilou,Luna IV,0,3,4,30,0.14814814814814814,0,0,Hydro,Sword
Nilou,Luna V,0,4,4,31,0.14814814814814814,0,0,Hydro,Sword
Nilou,Luna VI,0,5,4,32,0.14814814814814814,0,0,Hydro,Sword
Nahida,3.2,1,0,1,1,0,1,0,Dendro,Catalyst
Nahida,3.3,0,1,1,2,1.0,1,0,Dendro,Catalyst
Nahida,3.4,0,2,1,3,1.0,1,0,Dendro,Catalyst
Nahida,3.5,0,3,1,4,1.0,1,0,Dendro,Catalyst
Nahida,3.6,1,0,2,5,1.0,1,0,Dendro,Catalyst
Nahida,3.7,0,1,2,6,0.4,1,0,Dendro,Catalyst
Nahida,3.8,0,2,2,7,0.4,1,0,Dendro,Catalyst
Nahida,4.0,0,3,2,8,0.4,1,0,Dendro,Catalyst
Nahida,4.1,0,4,2,9,0.4,1,0,Dendro,Catalyst
Nahida,4.2,0,5,2,10,0.4,1,0,Dendro,Catalyst
Nahida,4.3,0,6,2,11,0.4,1,0,Dendro,Catalyst
Nahida,4.4,1,0,3,12,0.4,1,0,Dendro,Catalyst
Nahida,4.5,0,1,3,13,0.25,1,0,Dendro,Catalyst
Nahida,4.6,0,2,3,14,0.25,1,0,Dendro,Catalyst
Nahida,4.7,0,3,3,15,0.25,1,0,Dendro,Catalyst
Nahida,4.8,0,4,3,16,0.25,1,0,Dendro,Catalyst
Nahida,5.0,0,5,3,17,0.25,1,0,Dendro,Catalyst
Nahida,5.1,1,0,4,18,0.25,1,0,Dendro,Catalyst
Nahida,5.2,0,1,4,19,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,5.3,0,2,4,20,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,5.4,0,3,4,21,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,5.5,0,4,4,22,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,5.6,0,5,4,23,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,5.7,0,6,4,24,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,5.8,0,7,4,25,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,Luna I,1,0,5,26,0.2222222222222222,1,0,Dendro,Catalyst
Nahida,Luna II,0,1,5,27,0.19230769230769232,1,0,Dendro,Catalyst
Nahida,Luna III,0,2,5,28,0.19230769230769232,1,0,Dendro,Catalyst
Nahida,Luna IV,0,3,5,29,0.19230769230769232,1,0,Dendro,Catalyst
Nahida,Luna V,0,4,5,30,0.19230769230769232,1,0,Dendro,Catalyst
Nahida,Luna VI,0,5,5,31,0.19230769230769232,1,0,Dendro,Catalyst
Wanderer,3.3,1,0,1,1,0,0,0,Anemo,Catalyst
Wanderer,3.4,0,1,1,2,1.0,0,0,Anemo,Catalyst
Wanderer,3.5,0,2,1,3,1.0,0,0,Anemo,Catalyst
Wanderer,3.6,0,3,1,4,1.0,0,0,Anemo,Catalyst
Wanderer,3.7,0,4,1,5,1.0,0,0,Anemo,Catalyst
Wanderer,3.8,1,0,2,6,1.0,0,0,Anemo,Catalyst
Wanderer,4.0,0,1,2,7,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.1,0,2,2,8,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.2,0,3,2,9,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.3,0,4,2,10,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.4,0,5,2,11,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.5,0,6,2,12,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.6,1,0,3,13,0.3333333333333333,0,0,Anemo,Catalyst
Wanderer,4.7,0,1,3,14,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,4.8,0,2,3,15,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.0,0,3,3,16,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.1,0,4,3,17,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.2,0,5,3,18,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.3,0,6,3,19,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.4,0,7,3,20,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.5,0,8,3,21,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.6,0,9,3,22,0.23076923076923078,0,0,Anemo,Catalyst
