Name,Patch,Ran,Time_since_ran,Total_runs,Patches_since_debut,Run_frequency,Is_archon,Is_chronicle,Element,Weapon
Wanderer,5.7,0,10,3,23,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,5.8,0,11,3,24,0.23076923076923078,0,0,Anemo,Catalyst
Wanderer,Luna I,1,0,4,25,0.23076923076923078,0,1,Anemo,Catalyst
Wanderer,Luna II,0,1,4,26,0.16,0,0,Anemo,Catalyst
Wanderer,Luna III,0,2,4,27,0.16,0,0,Anemo,Catalyst
Wanderer,Luna IV,0,3,4,28,0.16,0,0,Anemo,Catalyst
Wanderer,Luna V,0,4,4,29,0.16,0,0,Anemo,Catalyst
Wanderer,Luna VI,0,5,4,30,0.16,0,0,Anemo,Catalyst
Alhaitham,3.4,1,0,1,1,0,0,0,Dendro,Sword
Alhaitham,3.5,0,1,1,2,1.0,0,0,Dendro,Sword
Alhaitham,3.6,0,2,1,3,1.0,0,0,Dendro,Sword
Alhaitham,3.7,1,0,2,4,1.0,0,0,Dendro,Sword
Alhaitham,3.8,0,1,2,5,0.5,0,0,Dendro,Sword
Alhaitham,4.0,0,2,2,6,0.5,0,0,Dendro,Sword
Alhaitham,4.1,0,3,2,7,0.5,0,0,Dendro,Sword
Alhaitham,4.2,0,4,2,8,0.5,0,0,Dendro,Sword
Alhaitham,4.3,0,5,2,9,0.5,0,0,Dendro,Sword
Alhaitham,4.4,0,6,2,10,0.5,0,0,Dendro,Sword
Alhaitham,4.5,0,7,2,11,0.5,0,0,Dendro,Sword
Alhaitham,4.6,0,8,2,12,0.5,0,0,Dendro,Sword
Alhaitham,4.7,1,0,3,13,0.5,0,0,Dendro,Sword
Alhaitham,4.8,0,1,3,14,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.0,0,2,3,15,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.1,0,3,3,16,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.2,0,4,3,17,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.3,0,5,3,18,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.4,0,6,3,19,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.5,0,7,3,20,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.6,0,8,3,21,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.7,0,9,3,22,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,5.8,0,10,3,23,0.23076923076923078,0,0,Dendro,Sword
Alhaitham,Luna I,1,0,4,24,0.23076923076923078,0,1,Dendro,Sword
Alhaitham,Luna II,0,1,4,25,0.16666666666666666,0,0,Dendro,Sword
Alhaitham,Luna III,0,2,4,26,0.16666666666666666,0,0,Dendro,Sword
Alhaitham,Luna IV,0,3,4,27,0.16666666666666666,0,0,Dendro,Sword
Alhaitham,Luna V,0,4,4,28,0.16666666666666666,0,0,Dendro,Sword
Alhaitham,Luna VI,0,5,4,29,0.16666666666666666,0,0,Dendro,Sword
Baizhu,3.6,1,0,1,1,0,0,0,Dendro,Catalyst
Baizhu,3.7,0,1,1,2,1.0,0,0,Dendro,Catalyst
Baizhu,3.8,0,2,1,3,1.0,0,0,Dendro,Catalyst
Baizhu,4.0,0,3,1,4,1.0,0,0,Dendro,Catalyst
Baizhu,4.1,0,4,1,5,1.0,0,0,Dendro,Catalyst
Baizhu,4.2,1,0,2,6,1.0,0,0,Dendro,Catalyst
Baizhu,4.3,0,1,2,7,0.3333333333333333,0,0,Dendro,Catalyst
Baizhu,4.4,0,2,2,8,0.3333333333333333,0,0,Dendro,Catalyst
Baizhu,4.5,0,3,2,9,0.3333333333333333,0,0,Dendro,Catalyst
Baizhu,4.6,1,0,3,10,0.3333333333333333,0,0,Dendro,Catalyst
Baizhu,4.7,0,1,3,11,0.3,0,0,Dendro,Catalyst
Baizhu,4.8,0,2,3,12,0.3,0,0,Dendro,Catalyst
Baizhu,5.0,0,3,3,13,0.3,0,0,Dendro,Catalyst
Baizhu,5.1,0,4,3,14,0.3,0,0,Dendro,Catalyst
Baizhu,5.2,0,5,3,15,0.3,0,0,Dendro,Catalyst
Baizhu,5.3,1,0,4,16,0.3,0,1,Dendro,Catalyst
Baizhu,5.4,0,1,4,17,0.25,0,0,Dendro,Catalyst
Baizhu,5.5,0,2,4,18,0.25,0,0,Dendro,Catalyst
Baizhu,5.6,0,3,4,19,0.25,0,0,Dendro,Catalyst
Baizhu,5.7,0,4,4,20,0.25,0,0,Dendro,Catalyst
Baizhu,5.8,0,5,4,21,0.25,0,0,Dendro,Catalyst
Baizhu,Luna I,0,6,4,22,0.25,0,0,Dendro,Catalyst
Baizhu,Luna II,0,7,4,23,0.25,0,0,Dendro,Catalyst
Baizhu,Luna III,0,8,4,24,0.25,0,0,Dendro,Catalyst
Baizhu,Luna IV,0,9,4,25,0.25,0,0,Dendro,Catalyst
Baizhu,Luna V,0,10,4,26,0.25,0,0,Dendro,Catalyst
Baizhu,Luna VI,0,11,4,27,0.25,0,0,Dendro,Catalyst
Lyney,4.0,1,0,1,1,0,0,0,Pyro,Bow
Lyney,4.1,0,1,1,2,1.0,0,0,Pyro,Bow
Lyney,4.2,0,2,1,3,1.0,0,0,Pyro,Bow
Lyney,4.3,0,3,1,4,1.0,0,0,Pyro,Bow
Lyney,4.4,0,4,1,5,1.0,0,0,Pyro,Bow
Lyney,4.5,0,5,1,6,1.0,0,0,Pyro,Bow
Lyney,4.6,1,0,2,7,1.0,0,0,Pyro,Bow
Lyney,4.7,0,1,2,8,0.2857142857142857,0,0,Pyro,Bow
Lyney,4.8,0,2,2,9,0.2857142857142857,0,0,Pyro,Bow
Lyney,5.0,0,3,2,10,0.2857142857142857,0,0,Pyro,Bow
Lyney,5.1,0,4,2,11,0.2857142857142857,0,0,Pyro,Bow
Lyney,5.2,1,0,3,12,0.2857142857142857,0,0,Pyro,Bow
Lyney,5.3,0,1,3,13,0.25,0,0,Pyro,Bow
Lyney,5.4,0,2,3,14,0.25,0,0,Pyro,Bow
Lyney,5.5,0,3,3,15,0.25,0,0,Pyro,Bow
Lyney,5.6,0,4,3,16,0.25,0,0,Pyro,Bow
Lyney,5.7,0,5,3,17,0.25,0,0,Pyro,Bow
Lyney,5.8,0,6,3,18,0.25,0,0,Pyro,Bow
Lyney,Luna I,0,7,3,19,0.25,0,0,Pyro,Bow
Lyney,Luna II,0,8,3,20,0.25,0,0,Pyro,Bow
Lyney,Luna III,0,9,3,21,0.25,0,0,Pyro,Bow
Lyney,Luna IV,0,10,3,22,0.25,0,0,Pyro,Bow
Lyney,Luna V,0,11,3,23,0.25,0,0,Pyro,Bow
Lyney,Luna VI,1,0,4,24,0.25,0,1,Pyro,Bow
Neuvillette,4.1,1,0,1,1,0,0,0,Hydro,Catalyst
Neuvillette,4.2,0,1,1,2,1.0,0,0,Hydro,Catalyst
Neuvillette,4.3,0,2,1,3,1.0,0,0,Hydro,Catalyst
Neuvillette,4.4,0,3,1,4,1.0,0,0,Hydro,Catalyst
Neuvillette,4.5,1,0,2,5,1.0,0,0,Hydro,Catalyst
Neuvillette,4.6,0,1,2,6,0.4,0,0,Hydro,Catalyst
Neuvillette,4.7,0,2,2,7,0.4,0,0,Hydro,Catalyst
Neuvillette,4.8,0,3,2,8,0.4,0,0,Hydro,Catalyst
Neuvillette,5.0,0,4,2,9,0.4,0,0,Hydro,Catalyst
Neuvillette,5.1,0,5,2,10,0.4,0,0,Hydro,Catalyst
Neuvillette,5.2,1,0,3,11,0.4,0,0,Hydro,Catalyst
Neuvillette,5.3,0,1,3,12,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,5.4,0,2,3,13,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,5.5,0,3,3,14,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,5.6,0,4,3,15,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,5.7,0,5,3,16,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,5.8,0,6,3,17,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,Luna I,0,7,3,18,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,Luna II,0,8,3,19,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,Luna III,0,9,3,20,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,Luna IV,1,0,4,21,0.2727272727272727,0,0,Hydro,Catalyst
Neuvillette,Luna V,0,1,4,22,0.19047619047619047,0,0,Hydro,Catalyst
Neuvillette,Luna VI,0,2,4,23,0.19047619047619047,0,0,Hydro,Catalyst
Wriothesley,4.1,1,0,1,1,0,0,0,Cryo,Catalyst
Wriothesley,4.2,0,1,1,2,1.0,0,0,Cryo,Catalyst
Wriothesley,4.3,0,2,1,3,1.0,0,0,Cryo,Catalyst
Wriothesley,4.4,0,3,1,4,1.0,0,0,Cryo,Catalyst
Wriothesley,4.5,0,4,1,5,1.0,0,0,Cryo,Catalyst
Wriothesley,4.6,0,5,1,6,1.0,0,0,Cryo,Catalyst
Wriothesley,4.7,0,6,1,7,1.0,0,0,Cryo,Catalyst
Wriothesley,4.8,0,7,1,8,1.0,0,0,Cryo,Catalyst
Wriothesley,5.0,0,8,1,9,1.0,0,0,Cryo,Catalyst
Wriothesley,5.1,0,9,1,10,1.0,0,0,Cryo,Catalyst
Wriothesley,5.2,0,10,1,11,1.0,0,0,Cryo,Catalyst
Wriothesley,5.3,0,11,1,12,1.0,0,0,Cryo,Catalyst
Wriothesley,5.4,1,0,2,13,1.0,0,0,Cryo,Catalyst
Wriothesley,5.5,0,1,2,14,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,5.6,0,2,2,15,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,5.7,0,3,2,16,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,5.8,0,4,2,17,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,Luna I,0,5,2,18,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,Luna II,0,6,2,19,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,Luna III,0,7,2,20,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,Luna IV,0,8,2,21,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,Luna V,0,9,2,22,0.15384615384615385,0,0,Cryo,Catalyst
Wriothesley,Luna VI,0,10,2,23,0.15384615384615385,0,0,Cryo,Catalyst
Furina,4.2,1,0,1,1,0,1,0,Hydro,Sword
Furina,4.3,0,1,1,2,1.0,1,0,Hydro,Sword
Furina,4.4,0,2,1,3,1.0,1,0,Hydro,Sword
Furina,4.5,0,3,1,4,1.0,1,0,Hydro,Sword
Furina,4.6,0,4,1,5,1.0,1,0,Hydro,Sword
Furina,4.7,1,0,2,6,1.0,1,0,Hydro,Sword
Furina,4.8,0,1,2,7,0.3333333333333333,1,0,Hydro,Sword
Furina,5.0,0,2,2,8,0.3333333333333333,1,0,Hydro,Sword
Furina,5.1,0,3,2,9,0.3333333333333333,1,0,Hydro,Sword
Furina,5.2,0,4,2,10,0.3333333333333333,1,0,Hydro,Sword
Furina,5.3,0,5,2,11,0.3333333333333333,1,0,Hydro,Sword
Furina,5.4,1,0,3,12,0.3333333333333333,1,0,Hydro,Sword
Furina,5.5,0,1,3,13,0.25,1,0,Hydro,Sword
Furina,5.6,0,2,3,14,0.25,1,0,Hydro,Sword
Furina,5.7,0,3,3,15,0.25,1,0,Hydro,Sword
Furina,5.8,0,4,3,16,0.25,1,0,Hydro,Sword
Furina,Luna I,0,5,3,17,0.25,1,0,Hydro,Sword
Furina,Luna II,1,0,4,18,0.25,1,0,Hydro,Sword
Furina,Luna III,0,1,4,19,0.2222222222222222,1,0,Hydro,Sword
Furina,Luna IV,0,2,4,20,0.2222222222222222,1,0,Hydro,Sword
Furina,Luna V,0,3,4,21,0.2222222222222222,1,0,Hydro,Sword
Furina,Luna VI,0,4,4,22,0.2222222222222222,1,0,Hydro,Sword
Navia,4.3,1,0,1,1,0,0,0,Geo,Claymore
Navia,4.4,0,1,1,2,1.0,0,0,Geo,Claymore
Navia,4.5,0,2,1,3,1.0,0,0,Geo,Claymore
Navia,4.6,0,3,1,4,1.0,0,0,Geo,Claymore
Navia,4.7,0,4,1,5,1.0,0,0,Geo,Claymore
Navia,4.8,1,0,2,6,1.0,0,0,Geo,Claymore
Navia,5.0,0,1,2,7,0.3333333333333333,0,0,Geo,Claymore
Navia,5.1,0,2,2,8,0.3333333333333333,0,0,Geo,Claymore
Navia,5.2,0,3,2,9,0.3333333333333333,0,0,Geo,Claymore
Navia,5.3,0,4,2,10,0.3333333333333333,0,0,Geo,Claymore
Navia,5.4,0,5,2,11,0.3333333333333333,0,0,Geo,Claymore
Navia,5.5,0,6,2,12,0.3333333333333333,0,0,Geo,Claymore
Navia,5.6,1,0,3,13,0.3333333333333333,0,0,Geo,Claymore
Navia,5.7,0,1,3,14,0.23076923076923078,0,0,Geo,Claymore
Navia,5.8,0,2,3,15,0.23076923076923078,0,0,Geo,Claymore
Navia,Luna I,0,3,3,16,0.23076923076923078,0,0,Geo,Claymore
Navia,Luna II,0,4,3,17,0.23076923076923078,0,0,Geo,Claymore
Navia,Luna III,0,5,3,18,0.23076923076923078,0,0,Geo,Claymore
Navia,Luna IV,0,6,3,19,0.23076923076923078,0,0,Geo,Claymore
Navia,Luna V,0,7,3,20,0.23076923076923078,0,0,Geo,Claymore
Navia,Luna VI,1,0,4,21,0.23076923076923078,0,1,Geo,Claymore
Xianyun,4.4,1,0,1,1,0,0,0,Anemo,Catalyst
Xianyun,4.5,0,1,1,2,1.0,0,0,Anemo,Catalyst
Xianyun,4.6,0,2,1,3,1.0,0,0,Anemo,Catalyst
Xianyun,4.7,0,3,1,4,1.0,0,0,Anemo,Catalyst
Xianyun,4.8,0,4,1,5,1.0,0,0,Anemo,Catalyst
Xianyun,5.0,0,5,1,6,1.0,0,0,Anemo,Catalyst
Xianyun,5.1,0,6,1,7,1.0,0,0,Anemo,Catalyst
Xianyun,5.2,0,7,1,8,1.0,0,0,Anemo,Catalyst
Xianyun,5.3,0,8,1,9,1.0,0,0,Anemo,Catalyst
Xianyun,5.4,0,9,1,10,1.0,0,0,Anemo,Catalyst
Xianyun,5.5,1,0,2,11,1.0,0,0,Anemo,Catalyst
Xianyun,5.6,0,1,2,12,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,5.7,0,2,2,13,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,5.8,0,3,2,14,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,Luna I,0,4,2,15,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,Luna II,0,5,2,16,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,Luna III,0,6,2,17,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,Luna IV,0,7,2,18,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,Luna V,0,8,2,19,0.18181818181818182,0,0,Anemo,Catalyst
Xianyun,Luna VI,0,9,2,20,0.18181818181818182,0,0,Anemo,Catalyst
Chiori,4.5,1,0,1,1,0,0,0,Geo,Sword
Chiori,4.6,0,1,1,2,1.0,0,0,Geo,Sword
Chiori,4.7,0,2,1,3,1.0,0,0,Geo,Sword
Chiori,4.8,0,3,1,4,1.0,0,0,Geo,Sword
Chiori,5.0,0,4,1,5,1.0,0,0,Geo,Sword
Chiori,5.1,1,0,2,6,1.0,0,0,Geo,Sword
Chiori,5.2,0,1,2,7,0.3333333333333333,0,0,Geo,Sword
Chiori,5.3,0,2,2,8,0.3333333333333333,0,0,Geo,Sword
Chiori,5.4,0,3,2,9,0.3333333333333333,0,0,Geo,Sword
Chiori,5.5,0,4,2,10,0.3333333333333333,0,0,Geo,Sword
Chiori,5.6,1,0,3,11,0.3333333333333333,0,1,Geo,Sword
Chiori,5.7,0,1,3,12,0.2727272727272727,0,0,Geo,Sword
Chiori,5.8,0,2,3,13,0.2727272727272727,0,0,Geo,Sword
Chiori,Luna I,0,3,3,14,0.2727272727272727,0,0,Geo,Sword
Chiori,Luna II,0,4,3,15,0.2727272727272727,0,0,Geo,Sword
Chiori,Luna III,0,5,3,16,0.2727272727272727,0,0,Geo,Sword
Chiori,Luna IV,0,6,3,17,0.2727272727272727,0,0,Geo,Sword
Chiori,Luna V,0,7,3,18,0.2727272727272727,0,0,Geo,Sword
Chiori,Luna VI,0,8,3,19,0.2727272727272727,0,0,Geo,Sword
Arlecchino,4.6,1,0,1,1,0,0,0,Pyro,Polearm
Arlecchino,4.7,0,1,1,2,1.0,0,0,Pyro,Polearm
Arlecchino,4.8,0,2,1,3,1.0,0,0,Pyro,Polearm
Arlecchino,5.0,0,3,1,4,1.0,0,0,Pyro,Polearm
Arlecchino,5.1,0,4,1,5,1.0,0,0,Pyro,Polearm
Arlecchino,5.2,0,5,1,6,1.0,0,0,Pyro,Polearm
Arlecchino,5.3,1,0,2,7,1.0,0,0,Pyro,Polearm
Arlecchino,5.4,0,1,2,8,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,5.5,0,2,2,9,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,5.6,0,3,2,10,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,5.7,0,4,2,11,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,5.8,0,5,2,12,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,Luna I,0,6,2,13,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,Luna II,1,0,3,14,0.2857142857142857,0,0,Pyro,Polearm
Arlecchino,Luna III,0,1,3,15,0.21428571428571427,0,0,Pyro,Polearm
Arlecchino,Luna IV,0,2,3,16,0.21428571428571427,0,0,Pyro,Polearm
Arlecchino,Luna V,0,3,3,17,0.21428571428571427,0,0,Pyro,Polearm
Arlecchino,Luna VI,0,4,3,18,0.21428571428571427,0,0,Pyro,Polearm
Clorinde,4.7,1,0,1,1,0,0,0,Electro,Sword
Clorinde,4.8,0,1,1,2,1.0,0,0,Electro,Sword
Clorinde,5.0,0,2,1,3,1.0,0,0,Electro,Sword
Clorinde,5.1,0,3,1,4,1.0,0,0,Electro,Sword
Clorinde,5.2,0,4,1,5,1.0,0,0,Electro,Sword
Clorinde,5.3,1,0,2,6,1.0,0,0,Electro,Sword
Clorinde,5.4,0,1,2,7,0.3333333333333333,0,0,Electro,Sword
Clorinde,5.5,0,2,2,8,0.3333333333333333,0,0,Electro,Sword
Clorinde,5.6,0,3,2,9,0.3333333333333333,0,0,Electro,Sword
Clorinde,5.7,0,4,2,10,0.3333333333333333,0,0,Electro,Sword
Clorinde,5.8,0,5,2,11,0.3333333333333333,0,0,Electro,Sword
Clorinde,Luna I,0,6,2,12,0.3333333333333333,0,0,Electro,Sword
Clorinde,Luna II,0,7,2,13,0.3333333333333333,0,0,Electro,Sword
Clorinde,Luna III,0,8,2,14,0.3333333333333333,0,0,Electro,Sword
Clorinde,Luna IV,0,9,2,15,0.3333333333333333,0,0,Electro,Sword
Clorinde,Luna V,0,10,2,16,0.3333333333333333,0,0,Electro,Sword
Clorinde,Luna VI,1,0,3,17,0.3333333333333333,0,1,Electro,Sword
Sigewinne,4.7,1,0,1,1,0,0,0,Hydro,Bow
Sigewinne,4.8,0,1,1,2,1.0,0,0,Hydro,Bow
Sigewinne,5.0,0,2,1,3,1.0,0,0,Hydro,Bow
Sigewinne,5.1,0,3,1,4,1.0,0,0,Hydro,Bow
Sigewinne,5.2,0,4,1,5,1.0,0,0,Hydro,Bow
Sigewinne,5.3,0,5,1,6,1.0,0,0,Hydro,Bow
Sigewinne,5.4,1,0,2,7,1.0,0,0,Hydro,Bow
Sigewinne,5.5,0,1,2,8,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,5.6,0,2,2,9,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,5.7,0,3,2,10,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,5.8,0,4,2,11,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,Luna I,0,5,2,12,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,Luna II,0,6,2,13,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,Luna III,0,7,2,14,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,Luna IV,0,8,2,15,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,Luna V,0,9,2,16,0.2857142857142857,0,0,Hydro,Bow
Sigewinne,Luna VI,1,0,3,17,0.2857142857142857,0,1,Hydro,Bow
Emilie,4.8,1,0,1,1,0,0,0,Dendro,Polearm
Emilie,5.0,0,1,1,2,1.0,0,0,Dendro,Polearm
Emilie,5.1,0,2,1,3,1.0,0,0,Dendro,Polearm
Emilie,5.2,0,3,1,4,1.0,0,0,Dendro,Polearm
Emilie,5.3,0,4,1,5,1.0,0,0,Dendro,Polearm
Emilie,5.4,0,5,1,6,1.0,0,0,Dendro,Polearm
Emilie,5.5,0,6,1,7,1.0,0,0,Dendro,Polearm
Emilie,5.6,0,7,1,8,1.0,0,0,Dendro,Polearm
Emilie,5.7,1,0,2,9,1.0,0,0,Dendro,Polearm
Emilie,5.8,0,1,2,10,0.2222222222222222,0,0,Dendro,Polearm
Emilie,Luna I,0,2,2,11,0.2222222222222222,0,0,Dendro,Polearm
Emilie,Luna II,0,3,2,12,0.2222222222222222,0,0,Dendro,Polearm
Emilie,Luna III,0,4,2,13,0.2222222222222222,0,0,Dendro,Polearm
Emilie,Luna IV,0,5,2,14,0.2222222222222222,0,0,Dendro,Polearm
Emilie,Luna V,0,6,2,15,0.2222222222222222,0,0,Dendro,Polearm
Emilie,Luna VI,1,0,3,16,0.2222222222222222,0,1,Dendro,Polearm
Mualani,5.0,1,0,1,1,0,0,0,Hydro,Catalyst
Mualani,5.1,0,1,1,2,1.0,0,0,Hydro,Catalyst
Mualani,5.2,0,2,1,3,1.0,0,0,Hydro,Catalyst
Mualani,5.3,0,3,1,4,1.0,0,0,Hydro,Catalyst
Mualani,5.4,0,4,1,5,1.0,0,0,Hydro,Catalyst
Mualani,5.5,0,5,1,6,1.0,0,0,Hydro,Catalyst
Mualani,5.6,0,6,1,7,1.0,0,0,Hydro,Catalyst
Mualani,5.7,0,7,1,8,1.0,0,0,Hydro,Catalyst
Mualani,5.8,1,0,2,9,1.0,0,0,Hydro,Catalyst
Mualani,Luna I,0,1,2,10,0.2222222222222222,0,0,Hydro,Catalyst
Mualani,Luna II,0,2,2,11,0.2222222222222222,0,0,Hydro,Catalyst
Mualani,Luna III,0,3,2,12,0.2222222222222222,0,0,Hydro,Catalyst
Mualani,Luna IV,0,4,2,13,0.2222222222222222,0,0,Hydro,Catalyst
Mualani,Luna V,0,5,2,14,0.2222222222222222,0,0,Hydro,Catalyst
Mualani,Luna VI,0,6,2,15,0.2222222222222222,0,0,Hydro,Catalyst
Kinich,5.0,1,0,1,1,0,0,0,Dendro,Claymore
Kinich,5.1,0,1,1,2,1.0,0,0,Dendro,Claymore
Kinich,5.2,0,2,1,3,1.0,0,0,Dendro,Claymore
Kinich,5.3,0,3,1,4,1.0,0,0,Dendro,Claymore
Kinich,5.4,0,4,1,5,1.0,0,0,Dendro,Claymore
Kinich,5.5,0,5,1,6,1.0,0,0,Dendro,Claymore
Kinich,5.6,1,0,2,7,1.0,0,0,Dendro,Claymore
Kinich,5.7,0,1,2,8,0.2857142857142857,0,0,Dendro,Claymore
Kinich,5.8,0,2,2,9,0.2857142857142857,0,0,Dendro,Claymore
Kinich,Luna I,0,3,2,10,0.2857142857142857,0,0,Dendro,Claymore
Kinich,Luna II,0,4,2,11,0.2857142857142857,0,0,Dendro,Claymore
Kinich,Luna III,0,5,2,12,0.2857142857142857,0,0,Dendro,Claymore
Kinich,Luna IV,0,6,2,13,0.2857142857142857,0,0,Dendro,Claymore
Kinich,Luna V,0,7,2,14,0.2857142857142857,0,0,Dendro,Claymore
Kinich,Luna VI,0,8,2,15,0.2857142857142857,0,0,Dendro,Claymore
Xilonen,5.1,1,0,1,1,0,0,0,Geo,Sword
Xilonen,5.2,0,1,1,2,1.0,0,0,Geo,Sword
Xilonen,5.3,0,2,1,3,1.0,0,0,Geo,Sword
Xilonen,5.4,0,3,1,4,1.0,0,0,Geo,Sword
Xilonen,5.5,1,0,2,5,1.0,0,0,Geo,Sword
Xilonen,5.6,0,1,2,6,0.4,0,0,Geo,Sword
Xilonen,5.7,0,2,2,7,0.4,0,0,Geo,Sword
Xilonen,5.8,0,3,2,8,0.4,0,0,Geo,Sword
Xilonen,Luna I,0,4,2,9,0.4,0,0,Geo,Sword
Xilonen,Luna II,0,5,2,10,0.4,0,0,Geo,Sword
Xilonen,Luna III,1,0,3,11,0.4,0,0,Geo,Sword
Xilonen,Luna IV,0,1,3,12,0.2727272727272727,0,0,Geo,Sword
Xilonen,Luna V,0,2,3,13,0.2727272727272727,0,0,Geo,Sword
Xilonen,Luna VI,0,3,3,14,0.2727272727272727,0,0,Geo,Sword
Chasca,5.2,1,0,1,1,0,0,0,Anemo,Bow
Chasca,5.3,0,1,1,2,1.0,0,0,Anemo,Bow
Chasca,5.4,0,2,1,3,1.0,0,0,Anemo,Bow
Chasca,5.5,0,3,1,4,1.0,0,0,Anemo,Bow
Chasca,5.6,0,4,1,5,1.0,0,0,Anemo,Bow
Chasca,5.7,0,5,1,6,1.0,0,0,Anemo,Bow
Chasca,5.8,1,0,2,7,1.0,0,0,Anemo,Bow
Chasca,Luna I,0,1,2,8,0.2857142857142857,0,0,Anemo,Bow
Chasca,Luna II,0,2,2,9,0.2857142857142857,0,0,Anemo,Bow
Chasca,Luna III,0,3,2,10,0.2857142857142857,0,0,Anemo,Bow
Chasca,Luna IV,0,4,2,11,0.2857142857142857,0,0,Anemo,Bow
Chasca,Luna V,0,5,2,12,0.2857142857142857,0,0,Anemo,Bow
Chasca,Luna VI,1,0,3,13,0.2857142857142857,0,0,Anemo,Bow
Mavuika,5.3,1,0,1,1,0,1,0,Pyro,Claymore
Mavuika,5.4,0,1,1,2,1.0,1,0,Pyro,Claymore
Mavuika,5.5,0,2,1,3,1.0,1,0,Pyro,Claymore
Mavuika,5.6,0,3,1,4,1.0,1,0,Pyro,Claymore
Mavuika,5.7,1,0,2,5,1.0,1,0,Pyro,Claymore
Mavuika,5.8,0,1,2,6,0.4,1,0,Pyro,Claymore
Mavuika,Luna I,0,2,2,7,0.4,1,0,Pyro,Claymore
Mavuika,Luna II,0,3,2,8,0.4,1,0,Pyro,Claymore
Mavuika,Luna III,0,4,2,9,0.4,1,0,Pyro,Claymore
Mavuika,Luna IV,0,5,2,10,0.4,1,0,Pyro,Claymore
Mavuika,Luna V,0,6,2,11,0.4,1,0,Pyro,Claymore
Mavuika,Luna VI,0,7,2,12,0.4,1,0,Pyro,Claymore
Citlali,5.3,1,0,1,1,0,0,0,Cryo,Catalyst
Citlali,5.4,0,1,1,2,1.0,0,0,Cryo,Catalyst
Citlali,5.5,0,2,1,3,1.0,0,0,Cryo,Catalyst
Citlali,5.6,0,3,1,4,1.0,0,0,Cryo,Catalyst
Citlali,5.7,0,4,1,5,1.0,0,0,Cryo,Catalyst
Citlali,5.8,1,0,2,6,1.0,0,0,Cryo,Catalyst
Citlali,Luna I,0,1,2,7,0.3333333333333333,0,0,Cryo,Catalyst
Citlali,Luna II,0,2,2,8,0.3333333333333333,0,0,Cryo,Catalyst
Citlali,Luna III,0,3,2,9,0.3333333333333333,0,0,Cryo,Catalyst
Citlali,Luna IV,0,4,2,10,0.3333333333333333,0,0,Cryo,Catalyst
Citlali,Luna V,0,5,2,11,0.3333333333333333,0,0,Cryo,Catalyst
Citlali,Luna VI,0,6,2,12,0.3333333333333333,0,0,Cryo,Catalyst
Varesa,5.5,1,0,1,1,0,0,0,Electro,Catalyst
